"","treee","locality","file","x229E_brown","NL63_brown","HKU1_brown","OC43_brown","CoV2_brown","CoV2_star","CoV2_lambda","CoV2_OU"
"60","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime_non_recombinant.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/sep.csv",11.11111111,15,11.53846154,8.064516129,10.6090660124804,11.3065845162374,11.0757179086372,11.42852219475
"61","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/apr.csv",22.22222222,5,7.692307692,4.838709677,9.41887915893689,9.9552692957931,9.95019981839316,9.93830989725
"62","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/aug.csv",3.703703704,10,3.846153846,3.225806452,4.9255625806052,5.18620737134966,5.1643789730537,5.1939160005
"63","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/dec.csv",3.703703704,10,7.692307692,1.612903226,5.55053359441057,5.73823486544725,5.73749066808031,5.7522286555
"64","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/feb.csv",3.703703704,5,11.53846154,3.225806452,6.06554063059895,5.85585149056875,5.85752496668148,5.866992924
"65","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jan.csv",7.407407407,5,3.846153846,1.612903226,4.2034026388389,4.46705595694432,4.2054166402275,4.46661611975
"66","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jul.csv",3.703703704,5,15.38461538,9.677419355,9.036941429303,8.43292832441475,9.03632084635039,8.44143460975
"67","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/jun.csv",3.703703704,5,7.692307692,35.48387097,14.35700280585,12.9990114931428,13.6820788415606,12.9699705915
"68","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/mar.csv",3.703703704,5,11.53846154,11.29032258,8.41197041691372,7.88090083155903,8.41175491824698,8.18707510567056
"69","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/time_trees/IQTREE_TreeTime.newick","beijing","/Users/hayley/Documents/townsend/sum_23/seasonality/white-noise/data/beijing/may.csv",3.703703704,5,11.53846154,9.677419355,7.94268445982534,7.47589096351164,7.94253615245383,7.47989614975
